RecordID,Offense,IncidentID,BlockNumber,StreetName,Agency,DateReported,HourReported
4361,ASSAULT-SIMPLE,201302306,300,E MAIN ST,CPD ,2013-04-24T00:00:00.000Z,0025
4362,DRIVE UNDER THE INFLUENCE,201302308,100,HARRIS RD,CPD ,2013-04-24T00:00:00.000Z,0445
4363,PROPERTY-FOUND/RECOVERED,201302309,1200,SMITH ST,CPD ,2013-04-24T00:00:00.000Z,0739
4364,LARCENY-THEFT FROM MOTOR VEHICLE,201302310,400,OAK ST,CPD ,2013-04-24T00:00:00.000Z,0913
4365,TOWED VEHICLE,201302311,100,7TH ST SW,CPD ,2013-04-24T00:00:00.000Z,0921
4366,WARRANT SERVICE/ AGENCIES WARRANTS,201302312,1100,PAGE ST,CPD ,2013-04-24T00:00:00.000Z,1014
4367,LARCENY-ALL OTHER LARCENY,201302313,200,E MAIN ST,CPD ,2013-04-24T00:00:00.000Z,1141
4368,ASSAULT-INTIMIDATION,201302315,1500,DAIRY RD,CPD ,2013-04-24T00:00:00.000Z,1335
4369,LARCENY-THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,201302317,1500,6TH ST,CPD ,2013-04-24T00:00:00.000Z,1324
4370,KIDNAPPING/ABDUCTION,201302319,1300,RUGBY AVE,CPD ,2013-04-24T00:00:00.000Z,1435
4371,FRAUD-FALSE PRETENSES/SWINDLE/CONFIDENCE GAME,201302321,1100,EMMET ST N,CPD ,2013-04-24T00:00:00.000Z,1609
4372,ASSIST CITIZEN-MENTAL/TDO/ECO,201302322,100,7TH ST NE,CPD ,2013-04-24T00:00:00.000Z,1609
4373,SUSPICIOUS CIRCUMSTANCES-SITUATION/PERSON/VEHICLE,201302323,300,W MAIN ST,CPD ,2013-04-25T00:00:00.000Z,0830
4374,ANIMAL-BITE,201302324,1300,POPLAR ST,CPD ,2013-04-24T00:00:00.000Z,1622
4375,BURGLARY/BREAKING AND ENTERING,201302326,800,ST CHARLES AVE,CPD ,2013-04-24T00:00:00.000Z,1816
4376,TRAFFIC-HIT AND RUN,201302327,900,6TH ST SE,CPD ,2013-04-24T00:00:00.000Z,2115
4377,ASSIST CITIZEN-MENTAL/TDO/ECO,201302328,500,RIDGE ST,CPD ,2013-04-24T00:00:00.000Z,2150
4378,DRUG/NARCOTIC VIOLATION,201302329,400,4TH ST NE,CPD ,2013-04-24T00:00:00.000Z,2230
4379,BURGLARY/BREAKING AND ENTERING,201302330,1300,E HIGH ST,CPD ,2013-04-25T00:00:00.000Z,0222
4380,COMMUNITY RELATIONS INITIATIVE (CRI),201302331,500,9TH ST SW,CPD ,2013-04-25T00:00:00.000Z,0557
4381,COMMUNITY RELATIONS INITIATIVE (CRI),201302332,700,PARK ST,CPD ,2013-04-25T00:00:00.000Z,0559
4382,TOWED VEHICLE,201302333,500,12TH ST NW,CPD ,2013-04-25T00:00:00.000Z,0629
4383,DRUG/NARCOTIC VIOLATION,201302334,400,4TH ST SW,CPD ,2013-04-26T00:00:00.000Z,0900
4384,LARCENY-SHOPLIFTING,201302336,200,E MAIN ST,CPD ,2013-04-25T00:00:00.000Z,1025
4385,SUSPICIOUS CIRCUMSTANCES-SITUATION/PERSON/VEHICLE,201302337,2200,HYDRAULIC RD,CPD ,2013-04-25T00:00:00.000Z,1215
4386,LARCENY-THEFT FROM BUILDING,201302338,500,W MAIN ST,CPD ,2013-04-25T00:00:00.000Z,1253
4387,TOWED VEHICLE,201302339,200,6TH ST SE,CPD ,2013-04-25T00:00:00.000Z,1230
4388,DRUG/NARCOTIC VIOLATION,201302340,1800,MONTICELLO RD,CPD ,2013-10-21T00:00:00.000Z,1623
4389,WEAPON LAW OFFENSES,201302341,1100,5TH ST SW,CPD ,2013-04-25T00:00:00.000Z,1338
4390,TOWED VEHICLE,201302342,300,W MAIN ST,CPD ,2013-04-25T00:00:00.000Z,1345
4391,FRAUD-FALSE PRETENSES/SWINDLE/CONFIDENCE GAME,201302343,1200,HOLMES AVE,CPD ,2013-04-25T00:00:00.000Z,1341
4392,ANIMAL-COMPLAINT,201302344,1900,MICHAEL PL,CPD ,2013-04-26T00:00:00.000Z,1113
4393,TRAFFIC-HIT AND RUN,201302345,1300,LONG ST,CPD ,2013-04-25T00:00:00.000Z,1509
4394,VANDALISM/DAMAGE/DESTRUCTION OF PROPERTY,201302346,1200,E HIGH ST,CPD ,2013-04-25T00:00:00.000Z,1631
4395,TRAFFIC-HIT AND RUN,201302349,1300,LONG ST,CPD ,2013-04-25T00:00:00.000Z,1746
4396,SUSPICIOUS CIRCUMSTANCES-SITUATION/PERSON/VEHICLE,201302350,100,MONTICELLO AVE,CPD ,2013-04-25T00:00:00.000Z,1805
4397,FAMILY OFFENSE-NON-VIOLENT,201302351,100,WELK,CPD ,2013-04-25T00:00:00.000Z,1830
4398,VANDALISM/DAMAGE/DESTRUCTION OF PROPERTY,201302352,400,5TH ST SW,CPD ,2013-04-25T00:00:00.000Z,2010
4399,LARCENY-ALL OTHER LARCENY,201302353,1700,ALLIED ST,CPD ,2013-04-25T00:00:00.000Z,2053
4400,TOWED VEHICLE,201302354,2200,CENTER AVE,CPD ,2013-04-25T00:00:00.000Z,2130
4401,PROPERTY-FOUND/RECOVERED,201302355,100,W MAIN ST,CPD ,2013-04-25T00:00:00.000Z,2152
4402,VANDALISM/DAMAGE/DESTRUCTION OF PROPERTY,201302356,1100,ST CLAIR AVE,CPD ,2013-04-25T00:00:00.000Z,2138
4403,ROBBERY,201302357,100,LONGWOOD DR,CPD ,2013-04-25T00:00:00.000Z,2135
4404,LARCENY-ALL OTHER LARCENY,201302358,900,1ST ST S,CPD ,2013-04-25T00:00:00.000Z,2240
4405,RUNAWAY,201302359,200,W MARKET ST,CPD ,2013-04-25T00:00:00.000Z,2335
4406,TRAFFIC-HIT AND RUN,201302360,200,RIDGE MCINTIRE RD,CPD ,2013-04-25T00:00:00.000Z,2354
4407,TRAFFIC-HIT AND RUN,201302361,300,RIDGE ST,CPD ,2013-04-26T00:00:00.000Z,0205
4408,ASSAULT-SIMPLE,201302362,400,13TH ST NW,CPD ,2013-04-26T00:00:00.000Z,0229
4409,CRIME PREVENTION INITIATIVE (CPI),201302363,500,9TH ST SW,CPD ,2013-04-26T00:00:00.000Z,0622
4410,BURGLARY/BREAKING AND ENTERING,201302364,200,7TH ST SW,CPD ,2013-04-26T00:00:00.000Z,0952
4411,ANIMAL-COMPLAINT,201302365,600,HINTON AVE,CPD ,2013-04-26T00:00:00.000Z,1057
4412,ANIMAL-COMPLAINT,201302366,900,AVON ST,CPD ,2013-04-26T00:00:00.000Z,1106
4413,ASSIST CITIZEN-MENTAL/TDO/ECO,201302367,1800,CHELSEA DR,CPD ,2013-04-26T00:00:00.000Z,0944
4414,ASSIST CITIZEN-MENTAL/TDO/ECO,201302368,200,W MAIN ST,CPD ,2013-04-26T00:00:00.000Z,1452
4415,TRAFFIC-HIT AND RUN,201302369,600,E HIGH ST,CPD ,2013-04-26T00:00:00.000Z,1028
4416,VANDALISM/DAMAGE/DESTRUCTION OF PROPERTY,201302370,1200,WERTLAND ST,CPD ,2013-04-26T00:00:00.000Z,1045
4417,TRAFFIC-HIT AND RUN,201302371,1100,5TH ST SW,CPD ,2013-04-26T00:00:00.000Z,1115
4418,VANDALISM/DAMAGE/DESTRUCTION OF PROPERTY,201302372,100,MADISON LN,CPD ,2013-04-26T00:00:00.000Z,1205
4419,PROPERTY-LOST,201302374,300,E MARKET ST,CPD ,2013-04-26T00:00:00.000Z,1325
4420,VANDALISM/DAMAGE/DESTRUCTION OF PROPERTY,201302375,1700,JEFFERSON PARK AVE,CPD ,2013-04-26T00:00:00.000Z,1605
4421,TRAFFIC-HIT AND RUN,201302376,200,9TH ST NE,CPD ,2013-04-26T00:00:00.000Z,1655
4422,VANDALISM/DAMAGE/DESTRUCTION OF PROPERTY,201302378,200,RIDGE ST,CPD ,2013-04-26T00:00:00.000Z,1826
4423,SUSPICIOUS CIRCUMSTANCES-SITUATION/PERSON/VEHICLE,201302379,200,W WATER ST,CPD ,2013-04-26T00:00:00.000Z,1945
4424,RUNAWAY,201302380,200,DICE ST,CPD ,2013-04-26T00:00:00.000Z,2050
4425,TRAFFIC-HIT AND RUN,201302381,2200,JEFFERSON PARK AVE,CPD ,2013-04-26T00:00:00.000Z,2018
4426,VANDALISM/DAMAGE/DESTRUCTION OF PROPERTY,201302382,200,15TH ST NW,CPD ,2013-04-26T00:00:00.000Z,2308
4427,DRIVE UNDER THE INFLUENCE,201302383,1100,5TH ST SW,CPD ,2013-04-27T00:00:00.000Z,0501
4428,DRIVE UNDER THE INFLUENCE,201302384,100,E MARKET ST,CPD ,2013-04-27T00:00:00.000Z,0203
4429,LARCENY-THEFT FROM BUILDING,201302385,1300,JOHN ST,CPD ,2013-04-27T00:00:00.000Z,0324
4430,TOWED VEHICLE,201302386,200,W WATER ST,CPD ,2013-04-27T00:00:00.000Z,0500
4431,DAMAGED TO PROPERTY,201302388,100,EMMET ST,CPD ,2013-04-27T00:00:00.000Z,0830
4432,TAMPERING WITH MOTOR VEHICLE,201302389,100,13TH ST,CPD ,2013-04-27T00:00:00.000Z,0810
4433,CRIME PREVENTION INITIATIVE (CPI),201302390,600,E MARKET ST,CPD ,2013-04-27T00:00:00.000Z,1215
4434,ASSAULT-AGGRAVATED,201302391,300,10 1/2 ST NW,CPD ,2013-04-27T00:00:00.000Z,1720
4435,TRAFFIC-HIT AND RUN,201302392,2200,JEFFERSON PARK AVE,CPD ,2013-04-27T00:00:00.000Z,1700
4436,ASSIST CITIZEN-MENTAL/TDO/ECO,201302394,2100,ANGUS RD,CPD ,2013-04-27T00:00:00.000Z,1809
4437,LARCENY-SHOPLIFTING,201302395,300,E MAIN ST,CPD ,2013-04-27T00:00:00.000Z,1926
4438,SUSPICIOUS CIRCUMSTANCES-SITUATION/PERSON/VEHICLE,201302398,300,E MAIN ST,CPD ,2013-04-27T00:00:00.000Z,2054
4439,VANDALISM/DAMAGE/DESTRUCTION OF PROPERTY,201302399,2500,WILLARD DR,CPD ,2013-04-27T00:00:00.000Z,2044
4440,PROPERTY-FOUND/RECOVERED,201302400,500,5TH ST SW,CPD ,2013-04-27T00:00:00.000Z,2331
4441,BURGLARY/BREAKING AND ENTERING,201302401,1100,ALTAVISTA AVE,CPD ,2013-04-27T00:00:00.000Z,2336
4442,ASSIST CITIZEN-MENTAL/TDO/ECO,201302402,500,14TH ST NW,CPD ,2013-04-28T00:00:00.000Z,0212
4443,ANIMAL-COMPLAINT,201302405,100,MADISON LN,CPD ,2013-04-28T00:00:00.000Z,1022
4444,LARCENY-SHOPLIFTING,201302406,800,MONTICELLO RD,CPD ,2013-04-28T00:00:00.000Z,1114
4445,ASSAULT-INTIMIDATION,201302407,600,E MARKET ST,CPD ,2013-04-30T00:00:00.000Z,1429
4446,DRUG/NARCOTIC VIOLATION,201302408,100,W MARKET ST,CPD ,2013-04-28T00:00:00.000Z,1510
4447,BURGLARY/BREAKING AND ENTERING,201302410,900,MONTICELLO AVE,CPD ,2013-04-28T00:00:00.000Z,1530
4448,TOWED VEHICLE,201302411,300,W MAIN ST,CPD ,2013-04-28T00:00:00.000Z,1555
4449,LARCENY-ALL OTHER LARCENY,201302412,1700,HYDRAULIC RD,CPD ,2013-04-28T00:00:00.000Z,1559
4450,SUSPICIOUS CIRCUMSTANCES-SITUATION/PERSON/VEHICLE,201302414,0,POPLAR ST,CPD ,2013-04-28T00:00:00.000Z,1702
4451,VANDALISM/DAMAGE/DESTRUCTION OF PROPERTY,201302415,100,ELLIEWOOD AVE,CPD ,2013-04-28T00:00:00.000Z,1708
4452,ASSIST CITIZEN-MENTAL/TDO/ECO,201302416,100,4TH ST NW,CPD ,2013-04-28T00:00:00.000Z,1847
4453,SUSPICIOUS CIRCUMSTANCES-SITUATION/PERSON/VEHICLE,201302417,100,14TH ST NW,CPD ,2013-04-28T00:00:00.000Z,2047
4454,LARCENY-THEFT FROM MOTOR VEHICLE,201302418,200,ELLIOTT AVE,CPD ,2013-04-28T00:00:00.000Z,2330
4455,LARCENY-THEFT FROM MOTOR VEHICLE,201302420,900,PRESTON AVE,CPD ,2013-04-29T00:00:00.000Z,0926
4456,PROPERTY-LOST,201302421,100,W MAIN ST,CPD ,2013-04-29T00:00:00.000Z,0927
4457,LARCENY-THEFT FROM MOTOR VEHICLE,201302422,800,VILLAGE RD,CPD ,2013-04-29T00:00:00.000Z,0927
4458,FAMILY OFFENSE-NON-VIOLENT,201302423,300,RIVERSIDE AVE,CPD ,2013-03-18T00:00:00.000Z,0310
4459,LARCENY-THEFT FROM MOTOR VEHICLE,201302424,1100,HILLTOPRD,CPD ,2013-04-29T00:00:00.000Z,0928
4460,ANIMAL-COMPLAINT,201302425,500,7 1/2 ST SW,CPD ,2013-04-29T00:00:00.000Z,1109
4461,LARCENY-THEFT FROM MOTOR VEHICLE,201302426,800,CHERRY AVE,CPD ,2013-04-29T00:00:00.000Z,1015
4462,PROPERTY-LOST,201302427,500,MONTICELLO RD,CPD ,2013-04-29T00:00:00.000Z,1027
4463,VANDALISM/DAMAGE/DESTRUCTION OF PROPERTY,201302428,300,15TH ST NW,CPD ,2013-04-29T00:00:00.000Z,1128
4464,LARCENY-THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,201302429,900,RIVES ST,CPD ,2013-04-29T00:00:00.000Z,1134
4465,LARCENY-ALL OTHER LARCENY,201302430,100,W SOUTH ST,CPD ,2013-04-29T00:00:00.000Z,1154
4466,ASSAULT-SIMPLE,201302431,100,E MARKET ST,CPD ,2013-04-29T00:00:00.000Z,1208
4467,VANDALISM/DAMAGE/DESTRUCTION OF PROPERTY,201302433,400,W MAIN ST,CPD ,2013-04-29T00:00:00.000Z,1533
4468,SUSPICIOUS CIRCUMSTANCES-SITUATION/PERSON/VEHICLE,201302434,100,2ND ST SE,CPD ,2013-04-29T00:00:00.000Z,1546
4469,ANIMAL-COMPLAINT,201302435,200,STRIBLING AVE,CPD ,2013-04-30T00:00:00.000Z,0852
4470,ASSAULT-SIMPLE,201302436,100,W MAIN ST,CPD ,2013-04-29T00:00:00.000Z,1714
4471,TOWED VEHICLE,201302437,200,DOUGLAS AVE,CPD ,2013-04-29T00:00:00.000Z,1806
4472,ANIMAL-BITE,201302438,800,RIDGE ST,CPD ,2013-04-29T00:00:00.000Z,1900
4473,ASSIST CITIZEN-MENTAL/TDO/ECO,201302439,800,E MARKET ST,CPD ,2013-04-29T00:00:00.000Z,1844
4474,LARCENY-ALL OTHER LARCENY,201302440,100,SHAMROCK RD,CPD ,2013-04-29T00:00:00.000Z,2029
4475,ASSIST CITIZEN-MENTAL/TDO/ECO,201302442,600,250 BYPASS,CPD ,2013-04-29T00:00:00.000Z,2154
4476,PROPERTY-FOUND/RECOVERED,201302443,600,E MARKET ST,CPD ,2013-04-30T00:00:00.000Z,0113
4477,LARCENY-ALL OTHER LARCENY,201302448,1200,CEDARS CT,CPD ,2013-04-30T00:00:00.000Z,1300
4478,ASSAULT-SIMPLE,201302450,100,CARLTON RD,CPD ,2013-04-30T00:00:00.000Z,1510
4479,DRUG/NARCOTIC VIOLATION,201302451,200,RIDGE MCINTIRE RD,CPD ,2013-05-02T00:00:00.000Z,1221
4480,TOWED VEHICLE,201302452,100,4TH ST NE,CPD ,2013-04-30T00:00:00.000Z,1603
4481,DRUG/NARCOTIC VIOLATION,201302453,200,2ND ST SE,CPD ,2013-04-30T00:00:00.000Z,1609
4482,LARCENY-ALL OTHER LARCENY,201302454,100,E MAIN ST,CPD ,2013-04-30T00:00:00.000Z,1645
4483,DRUG/NARCOTIC VIOLATION,201302456,1100,EMMET ST N,CPD ,2013-05-01T00:00:00.000Z,1513
4484,FRAUD-FALSE PRETENSES/SWINDLE/CONFIDENCE GAME,201302457,1000,BIRDWOOD RD,CPD ,2013-04-30T00:00:00.000Z,1825
4485,ASSAULT-SIMPLE,201302458,400,GARRETT ST,CPD ,2013-04-30T00:00:00.000Z,2310
4486,DRUG/NARCOTIC VIOLATION,201302459,100,250 BYPASS,CPD ,2013-04-30T00:00:00.000Z,2359
4487,MOTOR VEHICLE THEFT/STOLEN AUTO,201302461,900,GRADY AVE,CPD ,2013-05-01T00:00:00.000Z,0154
4488,PHONE CALLS-ANNOYING,201302462,1200,WERTLAND ST,CPD ,2013-05-01T00:00:00.000Z,0200
4489,ASSAULT-SIMPLE,201302463,700,MADISON AVE,CPD ,2013-05-01T00:00:00.000Z,0244
4490,VANDALISM/DAMAGE/DESTRUCTION OF PROPERTY,201302464,400,ROBINSON PL,CPD ,2013-05-01T00:00:00.000Z,0521
4491,LARCENY-ALL OTHER LARCENY,201302465,400,MONTICELLO RD,CPD ,2013-05-01T00:00:00.000Z,0643
4492,BURGLARY/BREAKING AND ENTERING,201302466,100,SEMINOLE CT,CPD ,2013-05-01T00:00:00.000Z,0825
4493,FRAUD-FRAUD BY IMPERSONATION,201302467,400,BRANDON AVE,CPD ,2013-04-30T00:00:00.000Z,1120
4494,DRUG/NARCOTIC VIOLATION,201302468,1500,CARLTON RD,CPD ,2013-05-01T00:00:00.000Z,1330
4495,LARCENY-THEFT FROM BUILDING,201302469,1500,VIRGINIA AVE,CPD ,2013-05-01T00:00:00.000Z,1112
4496,TRAFFIC-HIT AND RUN,201302471,1000,GRADY AVE,CPD ,2013-05-01T00:00:00.000Z,1235
4497,VANDALISM/DAMAGE/DESTRUCTION OF PROPERTY,201302472,100,WASHINGTON AVE,CPD ,2013-05-01T00:00:00.000Z,1310
4498,LARCENY-THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,201302474,200,14TH ST NW,CPD ,2013-05-01T00:00:00.000Z,1323
4499,ASSIST CITIZEN-MENTAL/TDO/ECO,201302475,400,EMMET ST N,CPD ,2013-05-01T00:00:00.000Z,1600
4500,LARCENY-THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,201302476,1900,JEFFERSON PARK AVE,CPD ,2013-05-01T00:00:00.000Z,1431
4501,LARCENY-THEFT FROM BUILDING,201302477,1800,RUGBY PL,CPD ,2013-05-01T00:00:00.000Z,1022
4502,LARCENY-ALL OTHER LARCENY,201302478,100,5TH ST SE,CPD ,2013-05-01T00:00:00.000Z,1553
4503,PHONE CALLS-THREATENING OR OBSCENE,201302479,900,ROCKCREEK RD,CPD ,2013-05-01T00:00:00.000Z,1521
4504,DRUG/NARCOTIC VIOLATION,201302480,100,E MAIN ST,CPD ,2013-05-15T00:00:00.000Z,1735
4505,DRUG/NARCOTIC VIOLATION,201302481,500,WATER ST,CPD ,2014-01-02T00:00:00.000Z,1400
4506,RUNAWAY,201302482,400,4TH ST NE,CPD ,2013-05-01T00:00:00.000Z,1920
4507,TOWED VEHICLE,201302483,600,RIDGE ST,CPD ,2013-05-01T00:00:00.000Z,2150
4508,VEHICLE PURSUIT,201302484,1100,5TH ST SW,CPD ,2013-05-01T00:00:00.000Z,2210
4509,LARCENY-THEFT FROM MOTOR VEHICLE,201302485,300,15TH ST NW,CPD ,2013-05-01T00:00:00.000Z,2150
4510,LARCENY-THEFT FROM MOTOR VEHICLE,201302486,300,15TH ST NW,CPD ,2013-05-01T00:00:00.000Z,2149
4511,ASSIST CITIZEN-MENTAL/TDO/ECO,201302487,900,EMMET ST,CPD ,2013-05-01T00:00:00.000Z,2110
4512,MISC. CRIMINAL,201302488,1300,E MARKET ST,CPD ,2013-05-01T00:00:00.000Z,2300
4513,ASSAULT-INTIMIDATION,201302489,800,NASSAU ST,CPD ,2013-05-01T00:00:00.000Z,2356
4514,VANDALISM/DAMAGE/DESTRUCTION OF PROPERTY,201302490,1400,GORDON AVE,CPD ,2013-05-02T00:00:00.000Z,0014
4515,ROBBERY,201302491,700,RIDGE ST,CPD ,2013-05-02T00:00:00.000Z,0300
4516,DRUG/NARCOTIC VIOLATION,201302492,100,W MARKET ST,CPD ,2013-05-02T00:00:00.000Z,0726
4517,PROPERTY-LOST,201302494,200,E MAIN ST,CPD ,2013-05-02T00:00:00.000Z,0751
4518,LARCENY-ALL OTHER LARCENY,201302495,1100,DRUID AVE,CPD ,2013-05-02T00:00:00.000Z,0844
4519,FRAUD-FALSE PRETENSES/SWINDLE/CONFIDENCE GAME,201302496,2100,BARRACKS RD,CPD ,2013-05-02T00:00:00.000Z,1008
4520,LARCENY-ALL OTHER LARCENY,201302497,2100,MICHIE DR,CPD ,2013-05-02T00:00:00.000Z,1026
4521,DRUG/NARCOTIC VIOLATION,201302498,1600,EMMET ST,CPD ,2013-05-02T00:00:00.000Z,0936
4522,ASSAULT-SIMPLE,201302499,100,LANKFORD AVE,CPD ,2013-05-02T00:00:00.000Z,1600
4523,ASSAULT-INTIMIDATION,201302500,300,RIVERSIDE AVE,CPD ,2013-05-02T00:00:00.000Z,1558
4524,LARCENY-SHOPLIFTING,201302501,400,E MAIN ST,CPD ,2013-05-02T00:00:00.000Z,1647
4525,RUNAWAY,201302502,400,4TH ST NE,CPD ,2013-05-02T00:00:00.000Z,1838
4526,ASSAULT-SIMPLE,201302503,900,1ST ST S,CPD ,2013-05-02T00:00:00.000Z,2022
4527,PROPERTY-FOUND/RECOVERED,201302504,100,W MAIN ST,CPD ,2013-05-02T00:00:00.000Z,2130
4528,VANDALISM/DAMAGE/DESTRUCTION OF PROPERTY,201302505,1000,ALTAVISTA AVE,CPD ,2013-05-02T00:00:00.000Z,2233
4529,LARCENY-THEFT FROM BUILDING,201302507,1500,UNIVERSITY AVE,CPD ,2013-05-03T00:00:00.000Z,0134
4530,DRUG/NARCOTIC VIOLATION,201302508,400,RIDGE ST,CPD ,2013-05-03T00:00:00.000Z,0042
4531,ASSAULT-SIMPLE,201302509,1300,WERTLAND ST,CPD ,2013-05-03T00:00:00.000Z,0255
4532,DRUG/NARCOTIC VIOLATION,201302510,2200,N BERKSHIRE RD,CPD ,2013-05-03T00:00:00.000Z,0900
4533,DRUG/NARCOTIC VIOLATION,201302511,1100,6TH ST SE,CPD ,2013-05-03T00:00:00.000Z,1008
4534,LARCENY-THEFT FROM MOTOR VEHICLE,201302512,1100,HILLTOP RD,CPD ,2013-05-03T00:00:00.000Z,1002
4535,VANDALISM/DAMAGE/DESTRUCTION OF PROPERTY,201302513,400,RUGBY RD,CPD ,2013-05-03T00:00:00.000Z,0940
4536,ASSIST CITIZEN-MENTAL/TDO/ECO,201302514,1300,RIVERDALE DR,CPD ,2013-05-03T00:00:00.000Z,1145
4537,LARCENY-THEFT FROM MOTOR VEHICLE,201302515,1600,EMMET ST N,CPD ,2013-05-03T00:00:00.000Z,1050
4538,ASSIST CITIZEN-MENTAL/TDO/ECO,201302517,1000,PARK ST,CPD ,2013-05-03T00:00:00.000Z,1103
4539,LARCENY-THEFT FROM BUILDING,201302518,2000,HOLIDAY DR,CPD ,2013-05-03T00:00:00.000Z,1258
4540,TRAFFIC-HIT AND RUN,201302519,800,MONTICELLO AVE,CPD ,2013-05-03T00:00:00.000Z,1526
4541,VANDALISM/DAMAGE/DESTRUCTION OF PROPERTY,201302520,0,UNIVERSITY WAY,CPD ,2013-05-03T00:00:00.000Z,1434
4542,TRAFFIC-HIT AND RUN,201302521,900,HINTON AVE,CPD ,2013-05-03T00:00:00.000Z,1700
4543,TRAFFIC-HIT AND RUN,201302522,200,W WATER ST,CPD ,2013-05-03T00:00:00.000Z,1733
4544,LARCENY-THEFT FROM MOTOR VEHICLE,201302523,100,AVON ST,CPD ,2013-05-03T00:00:00.000Z,1818
4545,VANDALISM/DAMAGE/DESTRUCTION OF PROPERTY,201302524,700,RIDGE ST,CPD ,2013-05-03T00:00:00.000Z,1930
4546,ASSAULT-SIMPLE,201302525,400,GARRETT ST,CPD ,2013-05-03T00:00:00.000Z,1846
4547,DRIVE UNDER THE INFLUENCE,201302526,500,ROUGEMONT AVE,CPD ,2013-05-03T00:00:00.000Z,2157
4548,DRUG/NARCOTIC VIOLATION,201302527,300,14TH ST NW,CPD ,2013-05-04T00:00:00.000Z,0145
4549,TOWED VEHICLE,201302528,400,4TH ST NW,CPD ,2013-05-04T00:00:00.000Z,0200
4550,DRUG/NARCOTIC VIOLATION,201302529,400,GARRETT ST,CPD ,2013-05-04T00:00:00.000Z,0156
4551,PROPERTY-FOUND/RECOVERED,201302530,600,E MARKET ST,CPD ,2013-05-04T00:00:00.000Z,0229
4552,PROPERTY-FOUND/RECOVERED,201302531,600,E MARKET ST,CPD ,2013-05-04T00:00:00.000Z,0238
4553,DRIVE UNDER THE INFLUENCE,201302532,900,PRESTON AVE,CPD ,2013-05-04T00:00:00.000Z,0345
4554,DRIVE UNDER THE INFLUENCE,201302533,900,EMMET ST N,CPD ,2013-05-04T00:00:00.000Z,0206
4555,TOWED VEHICLE,201302534,200,W WATER ST,CPD ,2013-05-04T00:00:00.000Z,0510
4556,TOWED VEHICLE,201302535,200,W WATER ST,CPD ,2013-05-04T00:00:00.000Z,0510
4557,TRAFFIC-HIT AND RUN,201302536,900,BOLLING AVE,CPD ,2013-05-04T00:00:00.000Z,0830
4558,MOTOR VEHICLE THEFT/STOLEN AUTO,201302537,300,E JEFFERSON ST,CPD ,2013-05-04T00:00:00.000Z,0940
4559,VANDALISM/DAMAGE/DESTRUCTION OF PROPERTY,201302539,1200,SMITH ST,CPD ,2013-05-04T00:00:00.000Z,1130
4560,ANIMAL-BITE,201302540,2000,HESSAIN RD,CPD ,2013-05-07T00:00:00.000Z,0841
4561,DOA,201302541,1100,MILMONT ST,CPD ,2013-05-04T00:00:00.000Z,1234
4562,RUNAWAY,201302542,2300,ANGUS RD,CPD ,2013-05-04T00:00:00.000Z,1257
4563,RUNAWAY,201302543,2300,ANGUS RD,CPD ,2013-05-04T00:00:00.000Z,1324
4564,TRAFFIC-HIT AND RUN,201302544,1100,EMMET ST N,CPD ,2013-05-04T00:00:00.000Z,1543
4565,TRAFFIC-HIT AND RUN,201302545,800,E HIGH ST,CPD ,2013-05-04T00:00:00.000Z,1853
4566,ASSIST CITIZEN-MENTAL/TDO/ECO,201302546,1300,W MAIN ST,CPD ,2013-05-04T00:00:00.000Z,2002
4567,LARCENY-THEFT FROM MOTOR VEHICLE,201302547,100,GARRETT ST,CPD ,2013-05-04T00:00:00.000Z,2049
4568,MISSING PERSON-JUVENILE,201302548,800,HARDY DR,CPD ,2013-05-04T00:00:00.000Z,2100
4569,ASSAULT-SIMPLE,201302550,1100,5TH ST SW,CPD ,2013-05-05T00:00:00.000Z,0016
4570,ASSAULT-SIMPLE,201302551,400,E MAIN ST,CPD ,2013-05-04T00:00:00.000Z,2343
4571,VANDALISM/DAMAGE/DESTRUCTION OF PROPERTY,201302552,500,HENRY AVE,CPD ,2013-05-05T00:00:00.000Z,0330
4572,PROPERTY-LOST,201302553,2700,HARRIS RD,CPD ,2013-05-05T00:00:00.000Z,0406
4573,BURGLARY/BREAKING AND ENTERING,201302555,1000,RIVER RD,CPD ,2013-05-05T00:00:00.000Z,0920
4574,COMMUNITY RELATIONS INITIATIVE (CRI),201302556,1000,CHERRY AVE,CPD ,2013-05-05T00:00:00.000Z,1003
4575,COMMUNITY RELATIONS INITIATIVE (CRI),201302557,500,9TH ST SW,CPD ,2013-05-05T00:00:00.000Z,1003
4576,COMMUNITY RELATIONS INITIATIVE (CRI),201302558,900,1ST ST S,CPD ,2013-05-05T00:00:00.000Z,1004
4577,CRIME PREVENTION INITIATIVE (CPI),201302559,200,ZAN RD,CPD ,2013-05-05T00:00:00.000Z,1005
4578,TRAFFIC-HIT AND RUN,201302560,1200,EMMET ST N,CPD ,2013-05-05T00:00:00.000Z,1046
4579,TRAFFIC-HIT AND RUN,201302561,200,SPRIGG LN,CPD ,2013-05-05T00:00:00.000Z,1023
